"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"lncRNA:CR45441",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6592",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10472",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42269",0.76,0,0,0.24,0,0,0,0,"Enhancers","Enhancers"
"CG6602",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13295",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG6610",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"ssp6",0,0,0,0,0,0.055,0,0.945,"Low_signal","Low_signal"
"CG13293",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10469",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG10467",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"loj",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ets65A",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR46001",0,0,0,0,0,0,0.431429,0.568571,"Low_signal","Pc"
"asRNA:CR46005",0,0,0,0,0.995,0,0,0.005,"HP1","HP1"
"l(3)mbn",0,0,0,0.561429,0,0,0,0.438571,"H1","H1"
"Lcp65Ag3",0.984286,0,0,0,0,0,0,0.015714,"Enhancers","Enhancers"
"Cpr65Au",0.13,0,0,0.012857,0,0,0.857143,0,"Pc","Pc"
"Lcp65Ag2",0,0,0,0.152857,0,0,0,0.847143,"Low_signal","Low_signal"
"Lcp65Ag1",0,0,0,1,0,0,0,0,"H1","H1"
"Lcp65Af",0,0,0,0.727143,0,0,0,0.272857,"H1","H1"
"Lcp65Ae",0,0,0,1,0,0,0,0,"H1","H1"
"Cpr65Av",0,0,0,0.894286,0,0,0,0.105714,"H1","H1"
"Cpr65Aw",0,0,0,1,0,0,0,0,"H1","H1"
"Lcp65Ad",0,0,0,0.0125,0,0,0,0.9875,"Low_signal","Low_signal"
"Lcp65Ac",0,0,0,1,0,0,0,0,"H1","H1"
"Lcp65Ab2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cpr65Ax1",0,0,0,0.41,0,0,0,0.59,"Low_signal","H1"
"Lcp65APsi",0,0,0,0.6325,0,0,0,0.3675,"H1","H1"
"Lcp65Ab1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cpr65Ax2",0,0,0,0.224286,0,0,0,0.775714,"Low_signal","Low_signal"
"Lcp65Aa",0,0,0,0.51,0,0,0,0.49,"H1","H1"
"Acp65Aa",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45421",0.567143,0,0,0,0,0,0,0.432857,"Enhancers","Enhancers"
"CG13297",0,0,0,0.032857,0,0,0.967143,0,"Pc","Pc"
"Cpr65Ay",0,0,0,0,0,0,0.385714,0.614286,"Low_signal","Pc"
"Cpr65Az",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Prdm13",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45744",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"fmt",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG7376",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG10274",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"D19B",0,0,0,0,0,0.971429,0,0.028571,"Open_promoters","Open_promoters"
"CG43293",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"D19A",0,0,0,0,0,0.538571,0,0.461429,"Open_promoters","Open_promoters"
"CG7386",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sf3b6",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Tnpo",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG8219",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"LanA",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG33946",0,0,0,0.445,0,0,0,0.555,"Low_signal","H1"
"CG13299",0,0,0,0.912857,0,0,0,0.087143,"H1","H1"
"BG642312",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42714",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10226",0.617143,0,0,0.382857,0,0,0,0,"Enhancers","Enhancers"
"Mdr65",0.648571,0,0,0.351429,0,0,0,0,"Enhancers","Enhancers"
"Best2",0,0,0,0,0.478571,0,0,0.521429,"Low_signal","HP1"
"CG10163",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Ldh",0.562857,0,0,0,0,0,0,0.437143,"Enhancers","Enhancers"
"lncRNA:CR44522",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG43168",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45420",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45114",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45113",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Or65a",0,0,0,0.9725,0,0,0,0.0275,"H1","H1"
"Or65b",0,0,0,1,0,0,0,0,"H1","H1"
"Or65c",0,0,0,0.27,0,0,0,0.73,"Low_signal","H1"
"Sfp65A",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG13300",0,0,0,0,0,0.014286,0,0.985714,"Low_signal","Low_signal"
"lncRNA:CR45419",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR45980",0,0,0,0.147143,0.852857,0,0,0,"HP1","HP1"
"CG42747",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10147",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Bulli",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Vps8",0,0,0,0,0,0.29,0,0.71,"Low_signal","Open_promoters"
"sfl",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45979",0.4225,0,0,0,0,0,0,0.5775,"Low_signal","Enhancers"
"betaTub65B",0,0,0,1,0,0,0,0,"H1","H1"
"MCU",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"jv",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ndl",0,0,0,1,0,0,0,0,"H1","H1"
"Rexo5",0,0,0,1,0,0,0,0,"H1","H1"
"zpg",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"axed",0.3125,0,0,0,0,0,0,0.6875,"Low_signal","Enhancers"
"lncRNA:CR45418",0.625714,0,0,0,0,0,0,0.374286,"Enhancers","Enhancers"
"GluRIA",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45238",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45239",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"eIF4E4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45173",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32395",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"SP1173",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG8519",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"ple",0,0,0,0,0,0,0.107143,0.892857,"Low_signal","Low_signal"
"lncRNA:CR44523",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45417",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"dikar",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"velo",0,0,0,0,0,0.788571,0,0.211429,"Open_promoters","Open_promoters"
"Sbds",0,0,0,0,0,0.7825,0,0.2175,"Open_promoters","Open_promoters"
"Ist1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Rsph3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45759",0,0,0,0,0,0,0.85,0.15,"Pc","Pc"
"vvl",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45115",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR45416",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Prat2",0,0,0,0,0,0,0.537143,0.462857,"Pc","Pc"
"CG45413",0,0,0,0,0,0,0.071429,0.928571,"Low_signal","Low_signal"
"CG14820",0,0,0,0,0,0,0.065,0.935,"Low_signal","Low_signal"
"lncRNA:CR45415",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR45414",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR45412",0,0,0,0,0,0,0.002857,0.997143,"Low_signal","Low_signal"
"tow",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9948",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG10077",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG10075",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Surf1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sgl",0.345714,0,0,0,0.654286,0,0,0,"HP1","HP1"
"CG10064",0,0,0.575714,0,0,0,0,0.424286,"Gene_body_2","Gene_body_2"
"Mis12",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9953",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10063",0,0,0.047143,0,0,0,0,0.952857,"Low_signal","Low_signal"
"lncRNA:CR32385",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Galphai",0,0,0,0,0,0.365714,0,0.634286,"Low_signal","Open_promoters"
"lncRNA:CR46000",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32388",0,0,0,0,0,0,0.265714,0.734286,"Low_signal","Pc"
"CG43439",0,0,0,0,0,0,0.265714,0.734286,"Low_signal","Pc"
"bin",0,0,0,0,0,0,1,0,"Pc","Pc"
"Mp",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17744",0.437143,0,0,0,0,0,0,0.562857,"Low_signal","Enhancers"
"asRNA:CR45832",0.781429,0,0,0,0,0,0,0.218571,"Enhancers","Enhancers"
"CG14823",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32391",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34030",0,0,0,0,0.218571,0,0,0.781429,"Low_signal","Low_signal"
"CG8641",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Cpr65Ea",0,0,0,0.702857,0,0,0,0.297143,"H1","H1"
"Cpr65Eb",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Cpr65Ec",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"form3",0.545,0,0,0,0,0,0,0.455,"Enhancers","Enhancers"
"msl-3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"BBS1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Acbp4",0,0,0,1,0,0,0,0,"H1","H1"
"Acbp6",0,0,0,1,0,0,0,0,"H1","H1"
"Acbp3",0,0,0,1,0,0,0,0,"H1","H1"
"Acbp2",0.9075,0,0,0,0,0,0,0.0925,"Enhancers","Enhancers"
"melt",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"corn",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG8620",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Dscam2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45410",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14826",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14829",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"BHD",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"RpL18",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Neos",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"mRpL50",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mei-P22",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cdc27",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"MED4",0,0,0,0,0,0.532857,0,0.467143,"Open_promoters","Open_promoters"
"asRNA:CR43470",0,0,0,0,0,0.9,0,0.1,"Open_promoters","Open_promoters"
"CG14830",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"unc-13-4A",0,0,0,0,0,0.577143,0,0.422857,"Open_promoters","Open_promoters"
"CG8607",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"RhoGEF4",0.857143,0,0,0,0,0,0,0.142857,"Enhancers","Enhancers"
"Rint1",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"mrva",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG42307",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"mus312",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"wrm1",0,0,0.82,0,0.18,0,0,0,"Gene_body_2","Gene_body_2"
"wrm2",0,0,0.82,0,0.18,0,0,0,"Gene_body_2","Gene_body_2"
"lark",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"eco",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Cln7",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG14834",0,0,0.967143,0,0,0,0,0.032857,"Gene_body_2","Gene_body_2"
"Srp19",0,0,0,0,0,0.477143,0,0.522857,"Low_signal","Open_promoters"
"qm",0,0,0,0,0,0.5325,0,0.4675,"Open_promoters","Open_promoters"
"lncRNA:CR45833",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR45822",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CTCF",0,0,0,0,0.018571,0.981429,0,0,"Open_promoters","Open_promoters"
"pst",0,0,0,0,0.624286,0.375714,0,0,"HP1","HP1"
"Sec63",0,0,0,0,0.5975,0.4025,0,0,"HP1","HP1"
"asRNA:CR45835",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Sh3beta",0,0,0,0,0,0.2,0,0.8,"Low_signal","Low_signal"
"akirin",0,0,0,0,0,0.3575,0,0.6425,"Low_signal","Open_promoters"
"SMSr",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"smid",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG8564",0,0,0.122857,0,0,0,0,0.877143,"Low_signal","Low_signal"
"CG8563",0.855,0,0,0,0,0,0.145,0,"Enhancers","Enhancers"
"CG32379",0,0,0,1,0,0,0,0,"H1","H1"
"CG8562",0,0,0,1,0,0,0,0,"H1","H1"
"CG18417",0,0,0,1,0,0,0,0,"H1","H1"
"CG8560",0,0,0,0.027143,0,0,0,0.972857,"Low_signal","Low_signal"
"lncRNA:CR33948",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44525",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42458",0,0,0,0,0,0,1,0,"Pc","Pc"
"Rac2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14835",0,0,0,0.857143,0,0,0,0.142857,"H1","H1"
"sphinx1",0,0,0,0,0,0,1,0,"Pc","Pc"
"sphinx2",0,0,0,0.428571,0,0,0.524286,0.047143,"Pc","Pc"
"CG33278",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ppk26",0,0,0,0,0,0,0.8725,0.1275,"Pc","Pc"
"CG42660",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42661",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Tsp66A",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG8543",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG8541",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43292",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mthl6",0,0,0,0,0,0,0.4175,0.5825,"Low_signal","Pc"
"Cyp316a1",0,0,0,0,0,0,0.91,0.09,"Pc","Pc"
"Cyp4d8",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG8539",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7548",0,0,0,0,0,0,0.832857,0.167143,"Pc","Pc"
"CG7546",0,0,0,0,0,0.715,0,0.285,"Open_promoters","Open_promoters"
"asRNA:CR45896",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"ltl",0,0,0,1,0,0,0,0,"H1","H1"
"lqf",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16998",0,0,0,1,0,0,0,0,"H1","H1"
"CG32374",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32376",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14837",0.232857,0,0,0.338571,0,0,0,0.428571,"Low_signal","H1"
"frac",0.025,0,0,0,0,0,0,0.975,"Low_signal","Low_signal"
"mmm",0,0,0,1,0,0,0,0,"H1","H1"
"t-Grip84",0,0,0,1,0,0,0,0,"H1","H1"
"Pura",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45866",0,0,0,0.274286,0,0,0,0.725714,"Low_signal","H1"
"snoRNA:Me18S-A1806",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Urm1",0,0,0,0,0,0.351429,0,0.648571,"Low_signal","Open_promoters"
"CG7506",0,0,0,0,0,0.217143,0,0.782857,"Low_signal","Low_signal"
"CG32373",0,0,0,0.12,0,0,0,0.88,"Low_signal","Low_signal"
"PGRP-SD",0,0.75,0.2,0.05,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG7492",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG44195",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Ank2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Mcad",0,0,0.375,0,0,0,0,0.625,"Low_signal","Gene_body_2"
"CG7457",0,0,0,0,0,0.752857,0,0.247143,"Open_promoters","Open_promoters"
"CG8492",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Snmp2",0.655714,0,0,0,0,0,0,0.344286,"Enhancers","Enhancers"
"CG13685",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7409",0,0,0,1,0,0,0,0,"H1","H1"
"Hn",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG32371",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Clk",0,0,0,0.424286,0,0,0,0.575714,"Low_signal","H1"
"CG32369",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pdp1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32365",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"eIF4E5",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"pbl",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG8281",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG8111",0,0,0,0,1,0,0,0,"HP1","HP1"
"CG32368",0,0,0,0,1,0,0,0,"HP1","HP1"
"syd",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Srp9",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG43880",0,0,0,0,0,0,0.397143,0.602857,"Low_signal","Pc"
"exex",0,0,0,0,0,0,1,0,"Pc","Pc"
"RNaseX25",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG8042",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"HP4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG8209",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pop4",0,0,0.071429,0,0,0.928571,0,0,"Open_promoters","Open_promoters"
"nmo",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"tRNA:Ala-AGC-2-1",0.74,0,0,0,0,0,0,0.26,"Enhancers","Enhancers"
"asRNA:CR45867",0,0,0,0,0.2475,0,0,0.7525,"Low_signal","Low_signal"
"asRNA:CR45868",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"bip1",0.552857,0,0,0,0,0,0,0.447143,"Enhancers","Enhancers"
"tRNA:Leu-CAG-1-2",0.434286,0,0,0,0,0,0,0.565714,"Low_signal","Enhancers"
"tRNA:Leu-CAG-1-3",0.095714,0,0,0,0,0,0,0.904286,"Low_signal","Low_signal"
"tRNA:Leu-CAG-1-4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sarm",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Leu-CAG-1-5",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Leu-CAG-1-6",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Leu-CAG-1-7",0.842857,0,0,0,0,0,0,0.157143,"Enhancers","Enhancers"
"CG42590",0.047143,0,0,0,0,0,0,0.952857,"Low_signal","Low_signal"
"CG42591",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43974",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7565",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"fan",0,0,0,0,1,0,0,0,"HP1","HP1"
"Nulp1",0,0,0,0,0.33,0.67,0,0,"Open_promoters","Open_promoters"
"mir-2501",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Arp3",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"msk",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"ldbr",0,0,0.8175,0,0,0,0,0.1825,"Gene_body_2","Gene_body_2"
"CG7550",0,0,0,0,0,0.812857,0,0.187143,"Open_promoters","Open_promoters"
"mRpL36",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cds",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Uba2",0,0,0,0,0,0.597143,0,0.402857,"Open_promoters","Open_promoters"
"Setx",0.288571,0,0,0,0,0.711429,0,0,"Open_promoters","Open_promoters"
"mus301",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG13676",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG42445",0.857143,0,0,0,0,0,0,0.142857,"Enhancers","Enhancers"
"CG43886",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13675",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"RecQ4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Nmt",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mthl7",0,0,0,0,0,0.02,0,0.98,"Low_signal","Low_signal"
"Uxs",0,0,0,0,0,0.0575,0,0.9425,"Low_signal","Low_signal"
"asRNA:CR45869",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"asRNA:CR45870",0,0.13,0.87,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"ERR",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Atg18a",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"MED24",0,0,0,0,0,0.425,0,0.575,"Low_signal","Open_promoters"
"CG7387",0,0.548571,0.451429,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"UbcE2M",0,0,0,0,0,0.124286,0,0.875714,"Low_signal","Low_signal"
"Dhps",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7366",0,0,0,1,0,0,0,0,"H1","H1"
"CG13679",0,0,0,1,0,0,0,0,"H1","H1"
"tut",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG8006",0,0,0,0,0.225,0,0,0.775,"Low_signal","Low_signal"
"CG8012",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG13674",0.547143,0,0,0,0,0,0,0.452857,"Enhancers","Enhancers"
"CG13678",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"eIF4E3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43953",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Dscam4",0,0,0,0,0,0.3675,0,0.6325,"Low_signal","Open_promoters"
"CG7213",0,0,0,0,0.855714,0,0,0.144286,"HP1","HP1"
"cert",0,0,0,0,0,0.328571,0,0.671429,"Low_signal","Open_promoters"
"CG7201",0,0,0,1,0,0,0,0,"H1","H1"
"Rab19",0,0,0,0,0,0.045,0,0.955,"Low_signal","Low_signal"
"Arl5",0,0,0,0,0,0.77,0,0.23,"Open_promoters","Open_promoters"
"CG13671",0,0,0,0,0,0.91,0,0.09,"Open_promoters","Open_promoters"
"Sbp2",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG7194",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Gr66a",0,0.314286,0.685714,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"BI-1",0,0,0,0,0,0.941429,0,0.058571,"Open_promoters","Open_promoters"
"lncRNA:CR45409",0,0.588571,0.411429,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"Cpsf6",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43059",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13670",0,0,0,0.0925,0,0,0,0.9075,"Low_signal","Low_signal"
"CG34461",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34462",0,0,0,0.2075,0,0,0,0.7925,"Low_signal","Low_signal"
"Cpr66Cb",0,0,0,0.82,0,0,0,0.18,"H1","H1"
"Pex2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Prim1",0,0,0,0,0,0.285,0,0.715,"Low_signal","Open_promoters"
"CG7083",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG7182",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"GAPcenA",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-4913",0.084286,0,0,0.058571,0,0,0,0.857143,"Low_signal","Low_signal"
"Culd",0,0,0,1,0,0,0,0,"H1","H1"
"Idh",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ImpE1",0,0,0,0.2625,0,0,0,0.7375,"Low_signal","H1"
"Jon66Ci",0,0,0,1,0,0,0,0,"H1","H1"
"Jon66Cii",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7120",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33057",0,0,0,0,0,0.461429,0,0.538571,"Low_signal","Open_promoters"
"mkg-p",0,0,0,0,0,0.461429,0,0.538571,"Low_signal","Open_promoters"
"CG13667",0,0,0,0,0,0.615,0,0.385,"Open_promoters","Open_promoters"
"Exo70",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Oseg1",0,0,0.178571,0,0,0.821429,0,0,"Open_promoters","Open_promoters"
"mtrm",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG32354",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cbl",0,0,0,0,0.615,0.385,0,0,"HP1","HP1"
"Unr",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6983",0,0,0,0,0,0.89,0,0.11,"Open_promoters","Open_promoters"
"Gug",0,0,0,0,0,0.445,0,0.555,"Low_signal","Open_promoters"
"CG43163",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ZC3H3",0,0,0,0,0,0.767143,0,0.232857,"Open_promoters","Open_promoters"
"Pus7",0,0,0,0,0,0.9925,0,0.0075,"Open_promoters","Open_promoters"
"CG6765",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6683",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
