"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"CG7600",0,0.271821,0.362428,0,0,0.245847,0,0.119903,"Gene_body_2","Gene_body_2"
"CG42671",0.277094,0.203202,0.12931,0.073892,0,0,0,0.316502,"Low_signal","Enhancers"
"asRNA:CR46050",0,0,0.335784,0,0,0,0,0.664216,"Low_signal","Gene_body_2"
"lncRNA:CR45405",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ir68a",0,0,0,0.184843,0,0,0,0.815157,"Low_signal","Low_signal"
"lncRNA:CR44718",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44719",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44714",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44713",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44715",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44717",0.626741,0,0,0,0,0,0,0.373259,"Enhancers","Enhancers"
"lncRNA:CR44716",0.358852,0,0,0,0,0,0,0.641148,"Low_signal","Enhancers"
"scyl",0.199741,0,0,0,0,0.698577,0,0.101682,"Open_promoters","Open_promoters"
"lncRNA:CR44720",0,0,0,0.066445,0,0,0,0.933555,"Low_signal","Low_signal"
"lncRNA:CR45404",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Dyro",0.150319,0,0,0,0,0,0,0.849681,"Low_signal","Low_signal"
"CG7573",0.363636,0,0,0,0,0,0,0.636364,"Low_signal","Enhancers"
"lncRNA:CR44361",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR46240",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6168",0.009148,0,0,0.433317,0,0,0,0.557535,"Low_signal","H1"
"lncRNA:CR44721",0.708502,0,0,0,0,0,0,0.291498,"Enhancers","Enhancers"
"lncRNA:CR44722",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR44723",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR45250",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR45251",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG6163",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45036",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR42755",0.522759,0,0,0,0,0,0,0.477241,"Enhancers","Enhancers"
"CG11726",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG44362",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR44363",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7560",0.966047,0,0,0,0,0,0,0.033953,"Enhancers","Enhancers"
"CG6149",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR44548",0.089928,0,0,0,0,0,0,0.910072,"Low_signal","Low_signal"
"lncRNA:CR44549",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7557",0.846262,0,0,0,0,0,0,0.153738,"Enhancers","Enhancers"
"CG12289",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7551",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Fum3",0,0,0,0.65388,0,0,0,0.34612,"H1","H1"
"Vha16-3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR46049",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Vha16-2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"chrb",0.052151,0,0.41721,0,0,0,0,0.530639,"Low_signal","Gene_body_2"
"CG33500",0.011278,0,0,0,0,0,0,0.988722,"Low_signal","Low_signal"
"Sgs8",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Sgs7",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33272",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sgs3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7512",0,0.193114,0,0.17311,0,0,0.345259,0.288517,"Pc","Pc"
"CG11714",0,0.230396,0.079949,0,0,0,0,0.689655,"Low_signal","Gene_body_1"
"Fuca",0,0.230396,0.079949,0,0,0,0,0.689655,"Low_signal","Gene_body_1"
"Mob2",0.144392,0.053197,0.059353,0.030398,0,0.005902,0,0.706759,"Low_signal","Enhancers"
"mir-4968",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7394",0,0,0,0,0,0.259067,0,0.740933,"Low_signal","Open_promoters"
"CG46412",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33267",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33490",0,0,0,0.998392,0,0,0,0.001608,"H1","H1"
"CG33489",0,0,0,0.322807,0,0,0,0.677193,"Low_signal","H1"
"CG33271",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33270",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43390",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43391",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33269",0,0,0,0.124041,0,0,0,0.875959,"Low_signal","Low_signal"
"CG32086",0,0,0,0.540589,0,0,0,0.459411,"H1","H1"
"rt",0,0.411184,0.082237,0,0,0,0,0.506579,"Low_signal","Gene_body_1"
"CG7377",0,0,0,1,0,0,0,0,"H1","H1"
"CG33268",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45672",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45442",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45671",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45443",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7368",0,0.220264,0,0,0,0,0,0.779736,"Low_signal","Low_signal"
"lncRNA:CR46414",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14137",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG46394",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Duba",0,0.372301,0.22338,0,0,0,0,0.404319,"Low_signal","Gene_body_1"
"CG42832",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Muc68Ca",0,0.052609,0,0,0,0,0,0.947391,"Low_signal","Low_signal"
"Akr1B",0.068903,0,0.234009,0,0,0,0,0.697088,"Low_signal","Gene_body_2"
"CG6083",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"PCID2",0,0,0,0,0,0.752747,0,0.247253,"Open_promoters","Open_promoters"
"Apt1",0,0,0,0,0,0.428835,0,0.571165,"Low_signal","Open_promoters"
"mir-3642",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32091",0,0.078193,0.043614,0.443093,0,0,0,0.4351,"H1","H1"
"lncRNA:CR45158",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6071",0,0.67157,0.32843,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"RIOK1",0,0.267857,0.43125,0,0,0,0,0.300893,"Gene_body_2","Gene_body_2"
"Polr3H",0,0,0,0,0,0.65634,0,0.34366,"Open_promoters","Open_promoters"
"CG32085",0.191102,0,0,0.090522,0,0,0,0.718376,"Low_signal","Enhancers"
"mir-274",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR45881",0.789474,0,0,0,0,0,0,0.210526,"Enhancers","Enhancers"
"lncRNA:CR45880",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45883",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR45882",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR45884",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"TfIIEalpha",0,0,0,0,0,0.827391,0,0.172609,"Open_promoters","Open_promoters"
"Sugb",0,0.242915,0.300405,0,0,0.097166,0,0.359514,"Low_signal","Gene_body_2"
"asRNA:CR45885",0,0.913958,0.086042,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"Pldn",0,0,0.604638,0,0,0,0,0.395362,"Gene_body_2","Gene_body_2"
"CG14135",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43887",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Dph1",0,0,0,0,0,0.279831,0,0.720169,"Low_signal","Open_promoters"
"Dnai2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG11658",0.066247,0,0,0.099371,0,0,0,0.834382,"Low_signal","Low_signal"
"Ccdc56",0,0,0,0,0,0.986801,0,0.013199,"Open_promoters","Open_promoters"
"mtTFB1",0,0,0,0,0,0.986801,0,0.013199,"Open_promoters","Open_promoters"
"crim",0,0,0,0,0,0.67463,0,0.32537,"Open_promoters","Open_promoters"
"CG14132",0.121401,0,0,0.485929,0,0,0,0.39267,"H1","H1"
"Bmcp",0,0,0.125278,0,0,0.167038,0,0.707684,"Low_signal","Open_promoters"
"sunn",0,0.123228,0,0.140676,0,0,0,0.736096,"Low_signal","H1"
"CG32087",0,0,0,0.380531,0,0,0,0.619469,"Low_signal","H1"
"loaf",0.290921,0.046022,0.073635,0.036818,0,0,0,0.552603,"Low_signal","Enhancers"
"Gr68a",0,0,0,1,0,0,0,0,"H1","H1"
"Muc68D",0,0.247015,0,0.185261,0,0,0,0.567723,"Low_signal","Gene_body_1"
"mir-314",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-956",0,0,0,0.530612,0,0,0,0.469388,"H1","H1"
"Tim13",0,0,0,1,0,0,0,0,"H1","H1"
"Pi3K68D",0.019527,0.624878,0.117165,0.003255,0,0,0,0.235175,"Gene_body_1","Gene_body_1"
"CG14131",0.087925,0.816237,0.087925,0,0,0,0,0.007913,"Gene_body_1","Gene_body_1"
"twy",0,0,0,0.586128,0,0.18984,0,0.224031,"H1","H1"
"CG10907",0,0,0.472689,0,0,0.527311,0,0,"Open_promoters","Open_promoters"
"Klp68D",0,0.459982,0,0.091996,0,0.210365,0,0.237657,"Gene_body_1","Gene_body_1"
"CG10361",0,0,0,0.313643,0,0,0,0.686357,"Low_signal","H1"
"tRNA:Gln-TTG-1-1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42255",0,0,0,0.715011,0,0,0,0.284989,"H1","H1"
"CG14130",0,0,0,0,0,0.755134,0,0.244866,"Open_promoters","Open_promoters"
"CG5946",0.215054,0.16129,0.053763,0,0.107527,0.138889,0,0.323477,"Low_signal","Enhancers"
"CG11597",0,0,0,0,0.290139,0.400103,0,0.309757,"Open_promoters","Open_promoters"
"RpL10Ab",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:Psi18S-920",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG32095",0,0,0,0,0,0.388852,0,0.611148,"Low_signal","Open_promoters"
"CycA",0,0,0,0,0,0.131214,0,0.868786,"Low_signal","Low_signal"
"CG7264",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43064",0,0,0,0.4105,0,0,0,0.5895,"Low_signal","H1"
"CG12521",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG44837",0.091809,0,0,0.115611,0,0.006801,0.013601,0.772179,"Low_signal","Low_signal"
"CG5906",0.994104,0,0,0,0,0,0,0.005896,"Enhancers","Enhancers"
"Sprn",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CCDC151",0,0,0,0.416281,0,0,0,0.583719,"Low_signal","H1"
"CG5897",0,0,0,0.685323,0,0,0,0.314677,"H1","H1"
"snoRNA:Or-ACA8",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43624",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG11588",0,0,0,1,0,0,0,0,"H1","H1"
"SdhAL",0,0,0,0.833721,0,0,0,0.166279,"H1","H1"
"byn",0,0,0,0.292609,0,0,0,0.707391,"Low_signal","H1"
"Rpt4R",0,0,0,0.572155,0,0,0,0.427845,"H1","H1"
"CG5883",0,0,0,1,0,0,0,0,"H1","H1"
"mir-285",0,0,0,1,0,0,0,0,"H1","H1"
"CG7252",0,0,0,1,0,0,0,0,"H1","H1"
"CG17826",0,0,0,1,0,0,0,0,"H1","H1"
"obst-G",0,0,0,1,0,0,0,0,"H1","H1"
"CG7248",0,0,0,1,0,0,0,0,"H1","H1"
"CG11570",0,0,0,0.934967,0,0,0,0.065033,"H1","H1"
"CG43294",0,0,0,0.49361,0,0,0,0.50639,"Low_signal","H1"
"prc",0.165312,0,0,0.210497,0,0,0,0.624191,"Low_signal","H1"
"Muc68E",0,0,0,0.212917,0,0,0,0.787083,"Low_signal","Low_signal"
"CG42397",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14125",0,0,0,1,0,0,0,0,"H1","H1"
"CG43896",0,0,0,0.887103,0,0,0,0.112897,"H1","H1"
"CG6938",0,0.214324,0,0.552599,0,0,0,0.233077,"H1","H1"
"CG6931",0,0.920886,0,0,0,0.079114,0,0,"Gene_body_1","Gene_body_1"
"viaf",0,0.035445,0,0,0,0.964555,0,0,"Open_promoters","Open_promoters"
"Grip163",0,0.431743,0.308388,0,0,0.210938,0,0.048931,"Gene_body_1","Gene_body_1"
"Pop2",0,0.199247,0.265663,0,0,0,0,0.53509,"Low_signal","Gene_body_2"
"CG6928",0.152165,0.428922,0.122549,0,0,0,0,0.296364,"Gene_body_1","Gene_body_1"
"rols",0.047675,0.07416,0.010594,0.312533,0,0,0,0.555038,"Low_signal","H1"
"lncRNA:CR43994",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43993",0,0,0,0.323529,0,0,0,0.676471,"Low_signal","H1"
"CG6793",0,0,0,0.719672,0,0,0,0.280328,"H1","H1"
"CG43638",0,0,0,0.927928,0,0,0,0.072072,"H1","H1"
"Sema5c",0.078916,0.041902,0.062085,0.146658,0,0,0,0.670438,"Low_signal","H1"
"CG17154",0,0,0,1,0,0,0,0,"H1","H1"
"vers",0,0,0,0,0,0.692938,0,0.307062,"Open_promoters","Open_promoters"
"ssp",0,0,0,0,0,0.550261,0,0.449739,"Open_promoters","Open_promoters"
"CG11560",0,0,0.501715,0,0,0,0,0.498285,"Gene_body_2","Gene_body_2"
"yps",0,0,0.213106,0,0,0.167699,0,0.619195,"Low_signal","Gene_body_2"
"Ir68b",0,0,0,0.573676,0,0,0,0.426324,"H1","H1"
"CG34241",0,0,0,1,0,0,0,0,"H1","H1"
"asRNA:CR11538",0,0,0,0.622642,0.377358,0,0,0,"H1","H1"
"Lsp2",0,0,0,0.605816,0.325929,0,0,0.068255,"H1","H1"
"DEF8",0,0,0.020142,0,0,0,0,0.979858,"Low_signal","Low_signal"
"asRNA:CR45892",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5645",0,0,0.990119,0,0,0,0,0.009881,"Gene_body_2","Gene_body_2"
"Atg12",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"ND-SGDH",0,0,0,0,0,0.738971,0,0.261029,"Open_promoters","Open_promoters"
"RhoGAP68F",0,0.398936,0,0,0,0,0,0.601064,"Low_signal","Gene_body_1"
"eIF3l",0.565824,0,0,0,0,0.338363,0,0.095813,"Enhancers","Enhancers"
"Nrx-IV",0.343807,0,0.200554,0,0,0.074587,0,0.381052,"Low_signal","Enhancers"
"CG32099",0.595644,0,0,0,0,0,0,0.404356,"Enhancers","Enhancers"
"CG9760",0,0,0,0.13467,0,0,0,0.86533,"Low_signal","Low_signal"
"Rh7",0.079808,0,0,0,0,0,0.133014,0.787177,"Low_signal","Low_signal"
"CAH2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6910",0,0,0,0.730181,0,0,0,0.269819,"H1","H1"
"Est-6",0,0.108638,0,0.794913,0,0,0,0.096449,"H1","H1"
"thoc6",0,0.435829,0,0,0,0.200535,0,0.363636,"Gene_body_1","Gene_body_1"
"Est-P",0,0.70585,0,0,0,0,0,0.29415,"Gene_body_1","Gene_body_1"
"lncRNA:CR45746",0,0,0,0.568702,0,0,0,0.431298,"H1","H1"
"CG11529",0,0,0,0.895077,0,0,0,0.104923,"H1","H1"
"Ak1",0,0.020745,0.159574,0,0,0,0,0.819681,"Low_signal","Low_signal"
"Tsen54",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"app",0.153458,0,0,0.024751,0,0,0,0.821791,"Low_signal","Low_signal"
"lncRNA:CR43991",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG32100",0,0.395604,0.309011,0,0,0.295385,0,0,"Gene_body_1","Gene_body_1"
"Pbgs",0,0,0.524564,0,0,0.475436,0,0,"Gene_body_2","Gene_body_2"
"Sms",0,0.321716,0.079357,0,0,0,0,0.598928,"Low_signal","Gene_body_1"
"INPP5E",0,0,0.706621,0,0,0.23554,0,0.057838,"Gene_body_2","Gene_body_2"
"lncRNA:CR46241",0,0,0,0,0,0,0.536657,0.463343,"Pc","Pc"
"lncRNA:CR45658",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4328",0,0,0,0,0,0,0.593575,0.406425,"Pc","Pc"
"lncRNA:CR44550",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44551",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG44355",0,0,0,0,0,0,1,0,"Pc","Pc"
"Lmx1a",0.075124,0,0,0.089969,0,0,0.475034,0.359874,"Pc","Pc"
"CG10418",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45444",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CrzR",0.188606,0,0,0.096556,0,0,0,0.714837,"Low_signal","Enhancers"
"Ncc69",0.142293,0.039477,0.14475,0.028687,0,0,0,0.644793,"Low_signal","Gene_body_2"
"lncRNA:CR45824",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32104",0,0.108735,0.43494,0,0,0,0,0.456325,"Low_signal","Gene_body_2"
"Obp69a",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Smyd4-2",0,0,0,0.500835,0,0,0,0.499165,"H1","H1"
"SCaMC",0.09564,0.215191,0.191281,0.07173,0,0.04782,0,0.378337,"Low_signal","Gene_body_1"
"ArfGAP1",0,0,0.53798,0,0,0.46202,0,0,"Gene_body_2","Gene_body_2"
"toe",0,0,0,0.029533,0,0,0.479228,0.491238,"Low_signal","Pc"
"eyg",0,0,0,0,0,0,0.769694,0.230306,"Pc","Pc"
"CG32102",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG10616",0,0.380741,0.555556,0,0,0,0,0.063704,"Gene_body_2","Gene_body_2"
"CG10663",0.08477,0.017142,0.056513,0.38947,0,0,0,0.452105,"Low_signal","H1"
"CG33725",0.218139,0,0,0.39093,0,0,0,0.39093,"H1","H1"
"CG10660",0,0,0,0.625749,0,0,0,0.374251,"H1","H1"
"lncRNA:CR45681",0,0,0,0.560976,0,0,0,0.439024,"H1","H1"
"CG10657",0.2228,0.021537,0,0.3342,0,0,0,0.421463,"Low_signal","H1"
"asRNA:CR45682",0,0,0,0.569405,0,0,0,0.430595,"H1","H1"
"CG10638",0,0.06053,0,0,0,0,0,0.93947,"Low_signal","Low_signal"
"asRNA:CR43868",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10681",0,0,0,0,0,0.529101,0,0.470899,"Open_promoters","Open_promoters"
"CG10646",0,0,0,0,0,0.346181,0,0.653819,"Low_signal","Open_promoters"
"vih",0.013734,0,0,0,0,0.790059,0,0.196207,"Open_promoters","Open_promoters"
"CG10654",0.364964,0,0,0,0,0.270073,0,0.364964,"Enhancers","Enhancers"
"sti",0,0.088015,0.396069,0,0,0.119847,0,0.396069,"Gene_body_2","Gene_body_2"
"lncRNA:CR45168",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"tral",0,0,0.407125,0,0,0.363189,0,0.229686,"Gene_body_2","Gene_body_2"
"Gcn5",0,0,0.509879,0,0,0.490121,0,0,"Gene_body_2","Gene_body_2"
"ver",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"eIF2beta",0,0,0,0,0,0.858974,0,0.141026,"Open_promoters","Open_promoters"
"nst",0,0.304465,0.062585,0,0,0,0,0.63295,"Low_signal","Gene_body_1"
"Tsf2",0,0,0,0,0,0.372263,0,0.627737,"Low_signal","Open_promoters"
"CG34242",0,0,0,0,0,0.009828,0,0.990172,"Low_signal","Low_signal"
"Pmm2",0,0,0.339112,0,0,0.650054,0,0.010834,"Open_promoters","Open_promoters"
"CG4069",0,0,0.364743,0,0,0.635257,0,0,"Open_promoters","Open_promoters"
"sowah",0.042822,0,0.070998,0.154158,0,0,0.042822,0.6892,"Low_signal","H1"
"lncRNA:CR43612",0.482703,0,0,0,0,0,0,0.517297,"Low_signal","Enhancers"
"ara",0.019549,0,0,0,0,0,0.762414,0.218037,"Pc","Pc"
"caup",0,0,0,0,0,0,0.827402,0.172598,"Pc","Pc"
"lncRNA:CR32111",0.044235,0,0,0,0,0,0.616632,0.339133,"Pc","Pc"
"lncRNA:CR43431",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44553",0,0,0,0,0,0,0.165268,0.834732,"Low_signal","Low_signal"
"lncRNA:CR44552",0,0,0,0,0,0,1,0,"Pc","Pc"
"mirr",0.036123,0,0,0,0,0,0.839795,0.124082,"Pc","Pc"
"SmD1",0,0,0,0,0,0.650361,0,0.349639,"Open_promoters","Open_promoters"
"Ptp69D",0,0.40767,0.226483,0.045297,0,0.053601,0,0.266949,"Gene_body_1","Gene_body_1"
"CG32112",0,0,0.349243,0,0,0,0,0.650757,"Low_signal","Gene_body_2"
"CG32109",0.319776,0,0.049088,0,0,0,0,0.631136,"Low_signal","Enhancers"
"Klc",0,0,0.610465,0,0,0.261628,0,0.127907,"Gene_body_2","Gene_body_2"
"CG10984",0,0.365519,0.305209,0,0,0.18276,0,0.146512,"Gene_body_1","Gene_body_1"
"CG10973",0,0,0.609121,0,0,0.390879,0,0,"Gene_body_2","Gene_body_2"
"Vps13D",0,0.486869,0.335719,0,0,0.066391,0,0.111021,"Gene_body_1","Gene_body_1"
"Hip1",0,0.116709,0.116709,0,0,0.208714,0,0.557868,"Low_signal","Open_promoters"
"CG32106",0,0,0,0.251836,0.549003,0,0,0.199161,"HP1","HP1"
"CG10969",0,0,0,0,0.916063,0,0,0.083937,"HP1","HP1"
"CG17666",0,0,0,0.491481,0.393185,0,0,0.115334,"H1","H1"
"Atg1",0.130517,0.043506,0.087011,0,0.072509,0.126456,0,0.540001,"Low_signal","Enhancers"
"CG42709",0,0,0.031229,0,0,0.254582,0,0.714189,"Low_signal","Open_promoters"
"Sap130",0,0.168209,0.504626,0,0,0.005046,0,0.322119,"Gene_body_2","Gene_body_2"
"asRNA:CR46251",0,0.322928,0.508611,0,0,0,0,0.168461,"Gene_body_2","Gene_body_2"
"CG32110",0,0,0.493818,0,0,0,0,0.506182,"Low_signal","Gene_body_2"
"Sf3a2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG42588",0,0.404002,0.283763,0,0,0.023663,0,0.288573,"Gene_body_1","Gene_body_1"
"nebu",0.11522,0,0,0.04938,0,0,0,0.8354,"Low_signal","Low_signal"
"CG10948",0,0.102337,0.204673,0.051168,0,0.241685,0,0.400136,"Low_signal","Open_promoters"
"Wbp2",0,0,0,0,0,0.311252,0,0.688748,"Low_signal","Open_promoters"
"Ent3",0,0,0.237969,0,0,0,0,0.762031,"Low_signal","Low_signal"
"CG32107",0,0,0,0.447427,0,0,0,0.552573,"Low_signal","H1"
"CG10943",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14120",0,0,0,0.704162,0,0,0,0.295838,"H1","H1"
"lncRNA:CR45748",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43894",0,0,0,0.501672,0,0,0,0.498328,"H1","H1"
"CG14118",0,0,0,0.639048,0,0,0,0.360952,"H1","H1"
"CG12520",0,0,0,1,0,0,0,0,"H1","H1"
"CG32117",0,0,0,0.858779,0,0,0,0.141221,"H1","H1"
"CR46461",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32115",0,0,0,0.353922,0,0,0,0.646078,"Low_signal","H1"
"CG10752",0,0,0,0.941866,0,0,0,0.058134,"H1","H1"
"Or69a",0,0,0,0.575156,0,0,0,0.424844,"H1","H1"
"CG10748",0,0,0,0.313537,0,0,0,0.686463,"Low_signal","H1"
"CG10749",0,0,0,0.617347,0,0,0,0.382653,"H1","H1"
"CG11262",0,0,0,0.904512,0,0,0,0.095488,"H1","H1"
"CG11263",0,0,0,0,0.734023,0,0,0.265977,"HP1","HP1"
"CR14117",0,0,0.214592,0,0,0.772532,0,0.012876,"Open_promoters","Open_promoters"
"Cul6",0,0.693351,0.306649,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"MICAL-like",0,0.446961,0.089392,0,0,0,0,0.463647,"Low_signal","Gene_body_1"
"CG11267",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"mRpL20",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"ste14",0,0,0.211119,0,0,0.586911,0,0.20197,"Open_promoters","Open_promoters"
"asRNA:CR45445",0,0,0.012579,0,0,0.987421,0,0,"Open_promoters","Open_promoters"
"Adk2",0.302725,0,0,0,0,0,0,0.697275,"Low_signal","Enhancers"
"RpS12",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:Me28S-A774b",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:Me28S-A774a",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Zmynd10",0,0,0.716846,0,0,0.201314,0,0.08184,"Gene_body_2","Gene_body_2"
"lncRNA:CR45172",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG17672",0.203925,0,0,0.039777,0.238663,0,0,0.517635,"Low_signal","HP1"
"lncRNA:CR45157",0,0,0,0,0.302671,0,0,0.697329,"Low_signal","HP1"
"Srrm1",0,0,0.361011,0,0,0.144404,0,0.494585,"Low_signal","Gene_body_2"
"RpS4",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:Psi28S-3327a",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:Psi28S-3327b",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:Psi28S-3327c",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Syx13",0,0,0,0,0,0.433333,0,0.566667,"Low_signal","Open_promoters"
"CG11279",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14115",0,0,0,0.315068,0,0,0,0.684932,"Low_signal","H1"
"CG34428",0,0,0,1,0,0,0,0,"H1","H1"
"CG34429",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43652",0.370288,0,0,0,0,0,0,0.629712,"Low_signal","Enhancers"
"CG17300",0,0,0,0,0,0,0.236142,0.763858,"Low_signal","Low_signal"
"lncRNA:CR45749",0.718323,0,0,0,0,0,0,0.281677,"Enhancers","Enhancers"
"CG11251",0.301873,0,0,0,0,0,0,0.698127,"Low_signal","Enhancers"
"lncRNA:CR44554",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"trn",0,0,0,0,0,0.782186,0,0.217814,"Open_promoters","Open_promoters"
"CG33262",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snky",0,0,0,0.530612,0,0,0,0.469388,"H1","H1"
